ticker,published_utc,title,publisher,url
SAH,2025-11-13T00:04:06+00:00,Barclays Initiates Coverage of Sonic Automotive (SAH) with Equal-Weight Recommendation,Fintel,https://finnhub.io/api/news?id=071b25472fd1a7efb808bba101e3795a45f2971b537dd2d0dc319f4b212adb9b
SAH,2025-11-08T00:12:40+00:00,Citigroup Upgrades Sonic Automotive (SAH),Fintel,https://finnhub.io/api/news?id=62cfc53c579c19303acefeb87bf95fb51774fecb52cd2c992ee6724065691956
SAH,2025-11-01T12:58:28+00:00,There May Be Reason For Hope In Sonic Automotive's (NYSE:SAH) Disappointing Earnings,Yahoo,https://finnhub.io/api/news?id=69895fbe4b9db7efe20e306322d24914ee101a673f345a04a789661ae67ceb8b
SAH,2025-10-30T23:24:45+00:00,Needham Trims Price Target on Sonic Automotive (SAH); Maintains Bullish Outlook on Long-Term Growth,Yahoo,https://finnhub.io/api/news?id=f4c9d7095f79e5d01741e28419d1a1787f4fd5c6b5ca8df9ca71ebd7ea72ac3b
SAH,2025-10-28T12:00:00+00:00,"Gabelli Funds to Host 49th Annual Automotive Symposium at The Encore at Wynn, Las Vegas, Nevada",Yahoo,https://finnhub.io/api/news?id=170fb0f1fc6b620fe2edc6c3d3e0596a7c3cfe7c43f7cfbfa470cc0652a50f73
SAH,2025-10-24T14:13:00+00:00,"Sonic Automotive Q3 Earnings Miss Expectations, Revenues Rise Y/Y",Yahoo,https://finnhub.io/api/news?id=a268602924b184d0e2ae1f2771f5024cd62afa5acf61a50c51b544068b6e6484
SAH,2025-10-24T12:03:22+00:00,Needham Maintains Sonic Automotive (SAH) Buy Recommendation,Fintel,https://finnhub.io/api/news?id=d5cdd0d70e94c9bb840f0b14b5a05ceff70d8993063e1b52d12516b194a1100f
SAH,2025-10-24T11:20:57+00:00,Sonic Automotive (SAH) Margin Miss Reinforces Debate Around Value Versus Earnings Quality,Yahoo,https://finnhub.io/api/news?id=ac31e73f7321eb3e2e75e458c977c7596980c48f3c26936834140c2feeed067e
SAH,2025-10-24T10:32:17+00:00,Sonic Automotive: Q3 Performance Had Mixed Takeaways (Rating Downgrade),SeekingAlpha,https://finnhub.io/api/news?id=2a1d62b6e33252f40dacfbe1d405bd6d8a506a7b8fa79c345edccd69394e9906
SAH,2025-10-23T21:05:03+00:00,Sonic Automotive Inc (SAH) Q3 2025 Earnings Call Highlights: Record Revenues and Strategic ...,Yahoo,https://finnhub.io/api/news?id=ecf7f88e0ee5a74190240ccacdfb54511778eb6e85068d2a3e698e6d32446268
SAH,2025-10-23T15:00:01+00:00,Sonic Automotive (SAH) Q3 Earnings: How Key Metrics Compare to Wall Street Estimates,Yahoo,https://finnhub.io/api/news?id=652fd41372c07f62921252b98a175cdd60e8e3dbf21c2e5834a36a5d6a988255
SAH,2025-10-23T13:47:29+00:00,"Sonic Automotive, Inc. (SAH) Q3 2025 Earnings Call Transcript",SeekingAlpha,https://finnhub.io/api/news?id=fb99da245d872e0feadd49820311ebfe7e01061b8f049a4e3efa3584db9a9a4c
SAH,2025-10-23T11:55:02+00:00,Sonic Automotive (SAH) Q3 Earnings Lag Estimates,Yahoo,https://finnhub.io/api/news?id=f30ad6bdf76cfaccae23decfc61e5b2c08ec27b8ba6d36c939ee67e703d45ef9
SAH,2025-10-23T11:34:39+00:00,"Sonic Automotive, Inc. 2025 Q3 - Results - Earnings Call Presentation",SeekingAlpha,https://finnhub.io/api/news?id=70d101872bcb0dba607dd6d5cf08ee61cf9de051b2f20b1039283a6fb6cebf84
SAH,2025-10-23T10:52:17+00:00,Sonic Automotive: Q3 Earnings Snapshot,Yahoo,https://finnhub.io/api/news?id=d5f0519655a2b2a14611ef2e8c8f78b13fcd9464e916a3b806d170fe1f909754
SAH,2025-10-23T10:45:00+00:00,Sonic Automotive Reports Third Quarter 2025 Financial Results,Yahoo,https://finnhub.io/api/news?id=fd3586a04c514e53855fdd42db59dc6faee022816f056647a044e57ee30c51e8
SAH,2025-10-21T14:00:10+00:00,Asbury Automotive Group (ABG) Earnings Expected to Grow: What to Know Ahead of Next Week's Release,Yahoo,https://finnhub.io/api/news?id=d2be2f7f5ded987694d3bcae256716f26b5b39d9fb2b78aa49c1d3d85831007d
SAH,2025-10-16T14:00:17+00:00,Sonic Automotive (SAH) Reports Next Week: Wall Street Expects Earnings Growth,Yahoo,https://finnhub.io/api/news?id=dc26b7f9dc1426c805a8591d8bfb1880882d4e9356cff2a8501aad15a174b685
SAH,2025-10-16T10:11:41+00:00,Sonic Automotive (SAH): Assessing Current Valuation After a Year of Strong Shareholder Returns,Yahoo,https://finnhub.io/api/news?id=c10ba126e7fbcec61b7af31513515cc1f2544dfd4930116bdd2a8c7cbee0e9fe
SAH,2025-10-15T10:24:00+00:00,"Zacks Industry Outlook Highlights Penske Automotive, AutoNation, Asbury Automotive and Sonic Automotive",Yahoo,https://finnhub.io/api/news?id=10f5797e90daf8a114cb6d35c0b9bf6f242d1f7c80f2f09d933b9533c0981e17
SAH,2025-10-15T00:06:47+00:00,JP Morgan Maintains Sonic Automotive (SAH) Underweight Recommendation,Fintel,https://finnhub.io/api/news?id=c1b3cd63265a8abef30b6380358dbc99bf441f92d74e4a2741cd9c7976c3884b
SAH,2025-10-14T15:45:05+00:00,Sonic Automotive (SAH) Could Be a Great Choice,Yahoo,https://finnhub.io/api/news?id=68041d8fcfb2cfc1116a574c6cd051f1ca6730b4fc4dce88f38cca316d50e73d
SAH,2025-10-14T14:32:00+00:00,4 Auto Retail Stocks to Buy as Digitization and M&A Fuel Growth,Yahoo,https://finnhub.io/api/news?id=79aaed556ed4f1d3dddcae8272d15110b37172122de8c82f0f8e0ee4f4ac6e30
SAH,2025-10-13T16:45:01+00:00,Here is Why Growth Investors Should Buy Sonic Automotive (SAH) Now,Yahoo,https://finnhub.io/api/news?id=b35e28ba699daf1e1cae5f0d78459dce4ad3a88d9cca467b8a5ef1e9876db3e3
SAH,2025-10-13T13:35:02+00:00,"Down 11.5% in 4 Weeks, Here's Why You Should You Buy the Dip in Sonic Automotive (SAH)",Yahoo,https://finnhub.io/api/news?id=2d3f7700e0dc28576b3e0b65d8099a9b658e106075c64feec57496d3b31f13a3
SAH,2025-10-11T22:09:26+00:00,Could Technical and Analyst Signals Reshape Sonic Automotive's Competitive Edge (SAH)?,Yahoo,https://finnhub.io/api/news?id=ab7ac96e79869967d807530d01058eadce2e3304ca064630f69699f68aef8f19
SAH,2025-10-11T02:03:21+00:00,"Dividend Champion, Contender, And Challenger Highlights: Week Of October 12",SeekingAlpha,https://finnhub.io/api/news?id=cd67ada37dbc5c921fbb362f86d137eec66e12b9eb7af59b055f212b4879ab01
SAH,2025-10-10T13:55:01+00:00,Here's Why Sonic Automotive (SAH) Is a Great 'Buy the Bottom' Stock Now,Yahoo,https://finnhub.io/api/news?id=518ebf2136547986d7bbc78dd2ce85b4a21b1e64a0499e458f259201b374086f
SAH,2025-10-10T13:40:03+00:00,Should Value Investors Buy Sonic Automotive (SAH) Stock?,Yahoo,https://finnhub.io/api/news?id=8ec88cf4340bd475128bc08092e5755cb64de524e152b4dc35bdffc8e7fef9a7
SAH,2025-10-10T13:40:03+00:00,Are Retail-Wholesale Stocks Lagging  Envela (ELA) This Year?,Yahoo,https://finnhub.io/api/news?id=d1e46963639f2a88d87178c261c11bfee14b2b7f203ab1f6904fff84fd95809b
SAH,2025-10-07T10:45:00+00:00,Sonic Automotive Schedules Release of Third Quarter 2025 Financial Results,Yahoo,https://finnhub.io/api/news?id=d196c8f65bb6e1602ad5bf3de0d48d43eebc5b0588f827b2ce8329348c6a87b8
SAH,2025-10-03T15:42:29+00:00,"Are Investors Undervaluing Sonic Automotive, Inc. (NYSE:SAH) By 32%?",Yahoo,https://finnhub.io/api/news?id=cda8ecfa321685c591fcdfc48fe4cf9f598dc4da80af64ab7572d7ec1ac884ae
SAH,2025-10-02T12:03:39+00:00,Needham Reiterates Sonic Automotive (SAH) Buy Recommendation,Fintel,https://finnhub.io/api/news?id=0c65b5423edb5478cf8c948ede2ea301841ea756c0dc916290b86ae6967e4364
SAH,2025-09-26T00:03:03+00:00,Citigroup Maintains Sonic Automotive (SAH) Neutral Recommendation,Fintel,https://finnhub.io/api/news?id=eae61854ad4b97bbdbc69d0efb39928e521ff0fb190080669d3737fe553ee0da
SAH,2025-09-24T14:00:00+00:00,Best Momentum Stocks to Buy for September 24th,Yahoo,https://finnhub.io/api/news?id=fcd317d76af817ec3a006752d999341a6eb09b0f6e8e8191d4aeb99459acebbb
SAH,2025-09-24T13:40:04+00:00,Are Investors Undervaluing Sonic Automotive (SAH) Right Now?,Yahoo,https://finnhub.io/api/news?id=892eadf2bd59edcdd605d0db2fc0353162b215fb0a08ab004eade067d4e1111c
SAH,2025-09-24T13:40:01+00:00,Are Retail-Wholesale Stocks Lagging  Sonic Automotive (SAH) This Year?,Yahoo,https://finnhub.io/api/news?id=8ffea5e2b2c76a84e1c4e49d29a2e6af4403181c58ee1697791bdff33e4ea73f
SAH,2025-09-24T11:08:00+00:00,New Strong Buy Stocks for September 24th,Yahoo,https://finnhub.io/api/news?id=7b64799ae0abdce9007c71519a86c08e3deb553043e34019a279502be8eca819
SAH,2025-09-24T10:14:00+00:00,Best Value Stocks to Buy for September 24th,Yahoo,https://finnhub.io/api/news?id=4372d39982fc456da400968903b1535ac5a1b2112c16840758ab73b85abf2108
SAH,2025-09-05T19:03:29+00:00,"Dividend Champion, Contender, And Challenger Highlights: Week Of September 7",SeekingAlpha,https://finnhub.io/api/news?id=ff914b676260c3d875ed7f5add1e0b873c78fd74eee4f340db91c840588fe9c1
SAH,2025-09-03T20:30:28+00:00,"Does Sonic Automotive, Inc. (NYSE:SAH) Create Value For Shareholders?",Yahoo,https://finnhub.io/api/news?id=dd0b5644f8956c9ae2d3edc5130a046fd9ac0736132c18277953e9fbbf4256c0
SAH,2025-09-03T13:00:00+00:00,SONIC POWERSPORTS SHATTERS SALES RECORDS AT THE 85TH STURGIS MOTORCYCLE RALLY,Yahoo,https://finnhub.io/api/news?id=e809768db93dc2f58b3fe30299cf36f9dd0c7e6122cf5a8375864fde0f510b88
SAH,2025-09-01T14:50:03+00:00,Why Sonic Automotive (SAH) is a Top Momentum Stock for the Long-Term,Yahoo,https://finnhub.io/api/news?id=a1a487b5c43e7b3057c801721e31b2a7b34941a781e440d7efe442aeda726913
SAH,2025-08-29T15:30:16+00:00,Penske (PAG) Up 11.7% Since Last Earnings Report: Can It Continue?,Yahoo,https://finnhub.io/api/news?id=58c74fd99ccb185b130a0137409f08a478cad1ebcd783c3a4902bbe05e682c9e
SAH,2025-08-28T15:30:03+00:00,Why Is Asbury Automotive (ABG) Up 15.6% Since Last Earnings Report?,Yahoo,https://finnhub.io/api/news?id=b2c90cd0d6d68294e49d74f0254693fe8e96e8fcc9f17320d25682190283a683
SAH,2025-08-26T13:03:00+00:00,NETSOL Chosen by Sonic Automotive to Power Next-Gen Digital Retail Experience,Yahoo,https://finnhub.io/api/news?id=668794245076952d100a2e2f1b2e5047ded6c0011062779145fe1e88c8f7c3e2
SAH,2025-08-26T12:19:00+00:00,CVNA vs. SAH: Breaking Down Which Auto Retail Stock Stands Stronger,Yahoo,https://finnhub.io/api/news?id=f42469634ff03f43dab8e0f8c9fcc139fee51192254e79d9a44461fe97b2c59e
SAH,2025-08-19T13:00:00+00:00,"Sonic Automotive Acquires Jaguar Land Rover Santa Monica, Strengthening Top U.S. Retailer Position",Yahoo,https://finnhub.io/api/news?id=936195370e95ba4045e34bbee69d3a600b7a3c6fcc1d9ade42da55e31d6e3b68
SAH,2025-08-19T12:06:00+00:00,Macquarie Small Cap Core Fund Q2 2025 Commentary,SeekingAlpha,https://finnhub.io/api/news?id=656406268f9bea6f1808c0b5fe7fdbafabd8df63f71e3eaeefed1faf8adb7b9f
SAH,2025-08-18T11:05:50+00:00,"Is Now An Opportune Moment To Examine Sonic Automotive, Inc. (NYSE:SAH)?",Yahoo,https://finnhub.io/api/news?id=cc94b0612f56f08789e21450147fa3ce9f5bfa7be4dbcdd6fa61d92643b6b05e
SAH,2025-08-15T13:50:03+00:00,Are You a Momentum Investor? This 1 Stock Could Be the Perfect Pick,Yahoo,https://finnhub.io/api/news?id=8cbad57ec5534b9b0cf050c856ca71e5807c0aa7e1a4a7d66c88db6b0eb52b54
SAH,2025-08-07T14:27:38+00:00,Sonic Automotive: A Cheap Way To Play The Automotive Retail Market,SeekingAlpha,https://finnhub.io/api/news?id=7e42636b51da5d43c1c3eaae10840236f0f6df4a32a4bc69dc4ed55cc4c16443
SAH,2025-08-02T01:19:42+00:00,"Dividend Champion, Contender, And Challenger Highlights: Week Of August 3",SeekingAlpha,https://finnhub.io/api/news?id=9ef026ddd49191eb49e169c788ee04e167bc47e0c4adcb94bb5783a3c9f6a152
SAH,2025-07-30T13:04:00+00:00,LAD Q2 Earnings Beat on Used Vehicle & Aftersales Outperformance,Yahoo,https://finnhub.io/api/news?id=e9f6a2fcf694a36f6738107002411d49d2359194de60ed5d7565ded975e6d0a2
SAH,2025-07-26T12:53:34+00:00,Sonic Automotive Second Quarter 2025 Earnings: EPS Misses Expectations,Yahoo,https://finnhub.io/api/news?id=46f7d470f9d9652fcc066a0924d1442eeaae7a7ebf14129e7e976f78430a63b0
SAH,2025-07-25T12:58:00+00:00,"Carvana Pre-Q2 Earnings Analysis: Buy, Sell or Hold the Stock?",Yahoo,https://finnhub.io/api/news?id=6ec1d1828865d821534e04e7cba94ed03c64dee5a6dc9b1b26214a6d7db0d169
SAH,2025-07-25T12:23:00+00:00,"SAH Surpasses Q2 Earnings Estimates, Hikes Dividend by 9%",Yahoo,https://finnhub.io/api/news?id=cf1e12ef8c91282f100b486a7a847fb1b4403e5e7ee77ef79c58a767ef3890f5
SAH,2025-07-25T11:03:51+00:00,Sonic Automotive: Q2 Earnings Snapshot,Yahoo,https://finnhub.io/api/news?id=dd18f2097dfec31ad69e843514c43e05983d5c1ef336296d9df20d559a9eb69f
SAH,2025-07-25T07:19:05+00:00,Sonic Automotive Inc (SAH) Q2 2025 Earnings Call Highlights: Record Revenue and Strategic ...,Yahoo,https://finnhub.io/api/news?id=c43e208391c1a96e12519c061affe28db22ac98b09823fd14787bb0d2b750269
SAH,2025-07-24T13:11:53+00:00,"Sonic Automotive, Inc. (SAH) Q2 2025 Earnings Call Transcript",SeekingAlpha,https://finnhub.io/api/news?id=ecc253f311cc9d8bbf3149f3535f3045a25c45093dfcf9d13a70d3ccd1c3df16
SAH,2025-07-24T11:55:03+00:00,Sonic Automotive (SAH) Q2 Earnings and Revenues Beat Estimates,Yahoo,https://finnhub.io/api/news?id=627c0649efcea5a024d94176589fdcaa59d0b460a30c68afbddc7ebd8722ddb2
SAH,2025-07-24T11:34:42+00:00,"Sonic Automotive, Inc. 2025 Q2 - Results - Earnings Call Presentation",SeekingAlpha,https://finnhub.io/api/news?id=fe5d786022493f171dd2af8d5f7aef7e611397053146ddb99e7061c77b836992
SAH,2025-07-24T10:45:00+00:00,Sonic Automotive Reports Second Quarter 2025 Financial Results,Yahoo,https://finnhub.io/api/news?id=b8d387d0621de6461151eec45be81a9a837e7bc721d45bdd930379a4e9846574
SAH,2025-07-22T13:40:02+00:00,Is Sonic Automotive (SAH) Stock Outpacing Its Retail-Wholesale Peers This Year?,Yahoo,https://finnhub.io/api/news?id=ec483e5a996ace7e0a522811173d9300ed8d46b77467a06909ecad2c255f1d22
